tomb_id,latitude_x,longitude_x,quantity,period,region,county,county_ft,latitude_y,longitude_y,period_ft,start_date,end_date,distance
172,34.5081878126485,113.29068697227,1.0,Eastern Han,henan,mixian,密縣 ,34.4366149122707,113.507600169195,後漢 ,25,220,21.42
173,34.5081878126485,113.29068697227,1.0,Eastern Han,henan,mixian,密縣 ,34.4366149122707,113.507600169195,後漢 ,25,220,21.42
174,34.7223109953381,112.43635907276,1.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220,5.37
175,34.6969595846244,112.455372051954,1.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220,4.3
176,34.1629935599136,113.676519951113,1.0,Eastern Han,henan,yingyin,穎陰 ,34.0633870333975,113.845307227104,後漢 ,25,220,19.08
177,32.9862077027543,112.615444281876,1.0,Eastern Han,henan,wanxian,宛縣 ,33.0095008060053,112.527263265578,後漢 ,25,220,8.62
178,32.665382666757,112.831273647196,1.0,Eastern Han,henan,xinye,新野 ,32.5192864828954,112.368693816133,後漢 ,25,220,46.28
179,34.6567820962619,112.4180906323,1.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220,2.32
180,34.6849187913948,112.440666568974,1.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220,2.51
181,34.6957077062195,112.353270748039,12.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220,5.98
182,34.6710724038499,112.446290958148,1.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220,2.97
183,34.6150468106185,112.392246289975,1.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220,7.24
184,34.7701119191429,112.175828544031,1.0,Eastern Han,henan,xinan,新安 ,34.745436079829,111.867921769384,後漢 ,25,220,28.26
185,35.0740376193382,112.494644496429,1.0,Eastern Han,henan,zhixian,軹縣,35.09333517,112.5971707,後漢 ,25,220,9.57
186,34.6859284313388,112.434743554347,1.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220,2.06
187,34.7260414694159,112.590755877576,,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220,16.97
188,33.2556187022652,113.010321670149,,Eastern Han,henan,bowang,博望 ,33.16314,112.7414,後漢 ,25,220,27.05
189,34.733005078987,113.691421597195,1.0,Eastern Han,henan,wancheng,莞城 ,34.7525940944185,113.690633856124,後漢 ,25,220,2.18
190,34.7524333831349,113.63010811573,1.0,Eastern Han,henan,wancheng,莞城 ,34.7525940944185,113.690633856124,後漢 ,25,220,5.53
191,32.9378444818361,112.51299954823,1.0,Eastern Han,henan,wanxian,宛縣 ,33.0095008060053,112.527263265578,後漢 ,25,220,8.08
192,34.6439599983709,112.417301639684,1.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220,3.73
193,34.7573763856423,112.770945932055,1.0,Eastern Han,henan,yanshi,偃師,34.7224155033397,112.802626423407,後漢 ,25,220,4.85
194,34.5641187583106,112.379621481548,1.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220,13.0
195,34.8559062692325,113.247833665948,1.0,Eastern Han,henan,chenggao,成皋 ,34.8210205961503,113.123324625909,後漢 ,25,220,12.01
196,34.6618774204493,112.41493784604,1.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220,1.73
197,34.6287636022329,112.401150556522,1.0,Eastern Han,henan,henan,河南 ,34.6774314395294,112.414770336201,後漢 ,25,220,5.55
